country,alpha_3_code,time_period,obs_value,sex
Mauritius,MUS,2007,88.4,Female
Mauritius,MUS,2008,88.4,Female
Mauritius,MUS,2009,88.4,Female
Mauritius,MUS,2010,88.4,Female
Mauritius,MUS,2011,88.4,Female
Mauritius,MUS,2012,88.4,Female
Mauritius,MUS,2013,88.4,Female
Mauritius,MUS,2014,88.4,Female
Mauritius,MUS,2015,88.4,Female
Mauritius,MUS,2016,88.4,Female
Mauritius,MUS,2001,80.7,Male
Mauritius,MUS,2002,80.5,Male
Mauritius,MUS,2003,80.2,Male
Mauritius,MUS,2004,79.9,Male
Mauritius,MUS,2005,79.6,Male
Mauritius,MUS,2006,79.3,Male
Mauritius,MUS,2007,79.0,Male
Mauritius,MUS,2008,78.7,Male
Mauritius,MUS,2009,78.4,Male
Mauritius,MUS,2010,78.1,Male
Mauritius,MUS,2011,77.8,Male
Mauritius,MUS,2012,77.5,Male
Mauritius,MUS,2013,77.2,Male
Mauritius,MUS,2014,76.9,Male
Mauritius,MUS,2015,76.5,Male
Mauritius,MUS,2016,76.2,Male
Mauritius,MUS,2001,84.6,Total
Mauritius,MUS,2002,84.4,Total
Mauritius,MUS,2003,84.3,Total
Mauritius,MUS,2004,84.1,Total
Mauritius,MUS,2005,84.0,Total
Mauritius,MUS,2006,83.8,Total
Mauritius,MUS,2007,83.7,Total
Mauritius,MUS,2008,83.5,Total
Mauritius,MUS,2009,83.4,Total
Mauritius,MUS,2010,83.2,Total
Mauritius,MUS,2011,83.0,Total
Mauritius,MUS,2012,82.9,Total
Mauritius,MUS,2013,82.7,Total
Mauritius,MUS,2014,82.5,Total
Mauritius,MUS,2015,82.4,Total
Mauritius,MUS,2016,82.2,Total
Mexico,MEX,2001,87.5,Female
Mexico,MEX,2002,87.5,Female
Mexico,MEX,2003,87.5,Female
Mexico,MEX,2004,87.5,Female
Mexico,MEX,2005,87.5,Female
Mexico,MEX,2006,87.5,Female
Mexico,MEX,2007,87.6,Female
Mexico,MEX,2008,87.6,Female
Mexico,MEX,2009,87.6,Female
Mexico,MEX,2010,87.6,Female
Mexico,MEX,2011,87.6,Female
Mexico,MEX,2012,87.6,Female
Mexico,MEX,2013,87.6,Female
Mexico,MEX,2014,87.6,Female
Mexico,MEX,2015,87.6,Female
Mexico,MEX,2016,87.6,Female
Mexico,MEX,2001,80.5,Male
Mexico,MEX,2002,80.4,Male
Mexico,MEX,2003,80.3,Male
Mexico,MEX,2004,80.2,Male
Mexico,MEX,2005,80.1,Male
Mexico,MEX,2006,80.0,Male
Mexico,MEX,2007,79.9,Male
Mexico,MEX,2008,79.8,Male
Mexico,MEX,2009,79.6,Male
Mexico,MEX,2010,79.5,Male
Mexico,MEX,2011,79.4,Male
Mexico,MEX,2012,79.3,Male
Mexico,MEX,2013,79.2,Male
Mexico,MEX,2014,79.1,Male
Mexico,MEX,2015,79.0,Male
Mexico,MEX,2016,78.8,Male
Mexico,MEX,2001,84.0,Total
Mexico,MEX,2002,83.9,Total
Mexico,MEX,2003,83.9,Total
Mexico,MEX,2004,83.8,Total
Mexico,MEX,2005,83.7,Total
Mexico,MEX,2006,83.7,Total
Mexico,MEX,2007,83.6,Total
Mexico,MEX,2008,83.6,Total
Mexico,MEX,2009,83.5,Total
Mexico,MEX,2010,83.5,Total
Mexico,MEX,2011,83.4,Total
Mexico,MEX,2012,83.4,Total
Mexico,MEX,2013,83.3,Total
Mexico,MEX,2014,83.3,Total
Mexico,MEX,2015,83.2,Total
Mexico,MEX,2016,83.2,Total
Mongolia,MNG,2001,83.6,Female
Mongolia,MNG,2002,83.6,Female
Mongolia,MNG,2003,83.6,Female
Mongolia,MNG,2004,83.6,Female
Mongolia,MNG,2005,83.6,Female
Mongolia,MNG,2006,83.6,Female
Mongolia,MNG,2007,83.6,Female
Mongolia,MNG,2008,83.6,Female
Mongolia,MNG,2009,83.5,Female
Mongolia,MNG,2010,83.5,Female
Mongolia,MNG,2011,83.5,Female
Mongolia,MNG,2012,83.5,Female
Mongolia,MNG,2013,83.5,Female
Mongolia,MNG,2014,83.5,Female
Mongolia,MNG,2015,83.5,Female
Mongolia,MNG,2016,83.4,Female
Mongolia,MNG,2001,77.6,Male
Mongolia,MNG,2002,77.4,Male
Mongolia,MNG,2003,77.2,Male
Mongolia,MNG,2004,76.9,Male
Mongolia,MNG,2005,76.7,Male
Mongolia,MNG,2006,76.5,Male
Mongolia,MNG,2007,76.3,Male
Mongolia,MNG,2008,76.0,Male
Mongolia,MNG,2009,75.8,Male
Mongolia,MNG,2010,75.6,Male
Mongolia,MNG,2011,75.3,Male
Mongolia,MNG,2012,75.1,Male
Mongolia,MNG,2013,74.9,Male
Mongolia,MNG,2014,74.6,Male
Mongolia,MNG,2015,74.4,Male
Mongolia,MNG,2016,74.2,Male
Mongolia,MNG,2001,80.6,Total
Mongolia,MNG,2002,80.5,Total
Mongolia,MNG,2003,80.4,Total
Mongolia,MNG,2004,80.2,Total
Mongolia,MNG,2005,80.1,Total
Mongolia,MNG,2006,80.0,Total
Mongolia,MNG,2007,79.9,Total
Mongolia,MNG,2008,79.8,Total
Mongolia,MNG,2009,79.6,Total
Mongolia,MNG,2010,79.5,Total
Mongolia,MNG,2011,79.4,Total
Mongolia,MNG,2012,79.3,Total
Mongolia,MNG,2013,79.1,Total
Mongolia,MNG,2014,79.0,Total
Mongolia,MNG,2015,78.9,Total
Mongolia,MNG,2016,78.7,Total
Morocco,MAR,2001,89.5,Female
Morocco,MAR,2002,89.5,Female
Morocco,MAR,2003,89.6,Female
Morocco,MAR,2004,89.6,Female
Morocco,MAR,2005,89.6,Female
Morocco,MAR,2006,89.7,Female
Morocco,MAR,2007,89.7,Female
Morocco,MAR,2008,89.8,Female
Morocco,MAR,2009,89.8,Female
Morocco,MAR,2010,89.8,Female
Morocco,MAR,2011,89.9,Female
Morocco,MAR,2012,89.9,Female
Morocco,MAR,2013,90.0,Female
Morocco,MAR,2014,90.0,Female
Morocco,MAR,2015,90.0,Female
Morocco,MAR,2016,90.1,Female
Morocco,MAR,2001,83.1,Male
Morocco,MAR,2002,83.2,Male
Morocco,MAR,2003,83.3,Male
Morocco,MAR,2004,83.4,Male
Morocco,MAR,2005,83.5,Male
Morocco,MAR,2006,83.6,Male
Morocco,MAR,2007,83.7,Male
Morocco,MAR,2008,83.8,Male
Morocco,MAR,2009,83.9,Male
Morocco,MAR,2010,84.0,Male
Morocco,MAR,2011,84.1,Male
Morocco,MAR,2012,84.2,Male
Morocco,MAR,2013,84.3,Male
Morocco,MAR,2014,84.4,Male
Morocco,MAR,2015,84.5,Male
Morocco,MAR,2016,84.6,Male
Morocco,MAR,2001,86.2,Total
Morocco,MAR,2002,86.3,Total
Morocco,MAR,2003,86.4,Total
Morocco,MAR,2004,86.4,Total
Morocco,MAR,2005,86.5,Total
Morocco,MAR,2006,86.6,Total
Morocco,MAR,2007,86.6,Total
Morocco,MAR,2008,86.7,Total
Morocco,MAR,2009,86.8,Total
Morocco,MAR,2010,86.9,Total
Morocco,MAR,2011,86.9,Total
Morocco,MAR,2012,87.0,Total
Morocco,MAR,2013,87.1,Total
Morocco,MAR,2014,87.1,Total
Morocco,MAR,2015,87.2,Total
Morocco,MAR,2016,87.3,Total
Mozambique,MOZ,2001,90.8,Female
Mozambique,MOZ,2002,90.8,Female
Mozambique,MOZ,2003,90.8,Female
Mozambique,MOZ,2004,90.9,Female
Mozambique,MOZ,2005,90.9,Female
Mozambique,MOZ,2006,90.9,Female
Mozambique,MOZ,2007,91.0,Female
Mozambique,MOZ,2008,91.0,Female
Mozambique,MOZ,2009,91.0,Female
Mozambique,MOZ,2010,91.1,Female
Mozambique,MOZ,2011,91.1,Female
Mozambique,MOZ,2012,91.1,Female
Mozambique,MOZ,2013,91.2,Female
Mozambique,MOZ,2014,91.2,Female
Mozambique,MOZ,2015,91.2,Female
Mozambique,MOZ,2016,91.3,Female
Mozambique,MOZ,2001,84.2,Male
Mozambique,MOZ,2002,84.2,Male
Mozambique,MOZ,2003,84.1,Male
Mozambique,MOZ,2004,84.0,Male
Mozambique,MOZ,2005,83.9,Male
Mozambique,MOZ,2006,83.8,Male
Mozambique,MOZ,2007,83.7,Male
Mozambique,MOZ,2008,83.7,Male
Mozambique,MOZ,2009,83.6,Male
Mozambique,MOZ,2010,83.5,Male
Mozambique,MOZ,2011,83.4,Male
Mozambique,MOZ,2012,83.3,Male
Mozambique,MOZ,2013,83.2,Male
Mozambique,MOZ,2014,83.1,Male
Mozambique,MOZ,2015,83.1,Male
Mozambique,MOZ,2016,83.0,Male
Mozambique,MOZ,2001,87.5,Total
Mozambique,MOZ,2002,87.5,Total
Mozambique,MOZ,2003,87.5,Total
Mozambique,MOZ,2004,87.4,Total
Mozambique,MOZ,2005,87.4,Total
Mozambique,MOZ,2006,87.4,Total
Mozambique,MOZ,2007,87.4,Total
Mozambique,MOZ,2008,87.3,Total
Mozambique,MOZ,2009,87.3,Total
Mozambique,MOZ,2010,87.3,Total
Mozambique,MOZ,2011,87.3,Total
Mozambique,MOZ,2012,87.2,Total
Mozambique,MOZ,2013,87.2,Total
Mozambique,MOZ,2014,87.2,Total
Mozambique,MOZ,2015,87.1,Total
Mozambique,MOZ,2016,87.1,Total
Myanmar,MMR,2001,89.2,Female
Myanmar,MMR,2002,89.2,Female
Myanmar,MMR,2003,89.3,Female
Myanmar,MMR,2004,89.3,Female
Myanmar,MMR,2005,89.3,Female
Myanmar,MMR,2006,89.3,Female
Myanmar,MMR,2007,89.3,Female
Myanmar,MMR,2008,89.4,Female
Myanmar,MMR,2009,89.4,Female
Myanmar,MMR,2010,89.4,Female
Myanmar,MMR,2011,89.4,Female
Myanmar,MMR,2012,89.5,Female
Myanmar,MMR,2013,89.5,Female
Myanmar,MMR,2014,89.5,Female
Myanmar,MMR,2015,89.6,Female
Myanmar,MMR,2016,89.6,Female
Myanmar,MMR,2001,84.3,Male
Myanmar,MMR,2002,84.3,Male
Myanmar,MMR,2003,84.3,Male
Myanmar,MMR,2004,84.3,Male
Myanmar,MMR,2005,84.2,Male
Myanmar,MMR,2006,84.2,Male
Myanmar,MMR,2007,84.2,Male
Myanmar,MMR,2008,84.2,Male
Myanmar,MMR,2009,84.2,Male
Myanmar,MMR,2010,84.2,Male
Myanmar,MMR,2011,84.2,Male
Myanmar,MMR,2012,84.1,Male
Myanmar,MMR,2013,84.1,Male
Myanmar,MMR,2014,84.1,Male
Myanmar,MMR,2015,84.1,Male
Myanmar,MMR,2016,84.1,Male
Myanmar,MMR,2001,86.8,Total
Myanmar,MMR,2002,86.8,Total
Myanmar,MMR,2003,86.8,Total
Myanmar,MMR,2004,86.8,Total
Myanmar,MMR,2005,86.8,Total
Myanmar,MMR,2006,86.8,Total
Myanmar,MMR,2007,86.8,Total
Myanmar,MMR,2008,86.8,Total
Myanmar,MMR,2009,86.8,Total
Myanmar,MMR,2010,86.8,Total
Myanmar,MMR,2011,86.8,Total
Myanmar,MMR,2012,86.8,Total
Myanmar,MMR,2013,86.8,Total
Myanmar,MMR,2014,86.8,Total
Myanmar,MMR,2015,86.8,Total
Myanmar,MMR,2016,86.8,Total
Namibia,NAM,2001,88.1,Female
Namibia,NAM,2002,88.1,Female
Namibia,NAM,2003,88.1,Female
Namibia,NAM,2004,88.1,Female
Namibia,NAM,2005,88.2,Female
Namibia,NAM,2006,88.2,Female
Namibia,NAM,2007,88.2,Female
Namibia,NAM,2008,88.2,Female
Namibia,NAM,2009,88.2,Female
Namibia,NAM,2010,88.2,Female
Namibia,NAM,2011,88.3,Female
Namibia,NAM,2012,88.3,Female
Namibia,NAM,2013,88.3,Female
Namibia,NAM,2014,88.3,Female
Namibia,NAM,2015,88.3,Female
Namibia,NAM,2016,88.4,Female
Namibia,NAM,2001,86.4,Male
Namibia,NAM,2002,86.4,Male
Namibia,NAM,2003,86.4,Male
Namibia,NAM,2004,86.4,Male
Namibia,NAM,2005,86.4,Male
Namibia,NAM,2006,86.4,Male
Namibia,NAM,2007,86.4,Male
Namibia,NAM,2008,86.4,Male
Namibia,NAM,2009,86.4,Male
Namibia,NAM,2010,86.5,Male
Namibia,NAM,2011,86.5,Male
Namibia,NAM,2012,86.5,Male
Namibia,NAM,2013,86.5,Male
Namibia,NAM,2014,86.5,Male
Namibia,NAM,2015,86.5,Male
Namibia,NAM,2016,86.5,Male
Namibia,NAM,2001,87.3,Total
Namibia,NAM,2002,87.3,Total
Namibia,NAM,2003,87.3,Total
Namibia,NAM,2004,87.3,Total
Namibia,NAM,2005,87.3,Total
Namibia,NAM,2006,87.3,Total
Namibia,NAM,2007,87.3,Total
Namibia,NAM,2008,87.3,Total
Namibia,NAM,2009,87.3,Total
Namibia,NAM,2010,87.3,Total
Namibia,NAM,2011,87.4,Total
Namibia,NAM,2012,87.4,Total
Namibia,NAM,2013,87.4,Total
Namibia,NAM,2014,87.4,Total
Namibia,NAM,2015,87.4,Total
Namibia,NAM,2016,87.4,Total
Nauru,NRU,2001,89.7,Female
Nauru,NRU,2002,89.7,Female
Nauru,NRU,2003,89.7,Female
Nauru,NRU,2004,89.7,Female
Nauru,NRU,2005,89.8,Female
Nauru,NRU,2006,89.8,Female
Nauru,NRU,2007,89.8,Female
Nauru,NRU,2008,89.8,Female
Nauru,NRU,2009,89.8,Female
Nauru,NRU,2010,89.9,Female
Nauru,NRU,2011,89.9,Female
Nauru,NRU,2012,89.9,Female
Nauru,NRU,2013,89.9,Female
Nauru,NRU,2014,90.0,Female
Nauru,NRU,2015,90.0,Female
Nauru,NRU,2016,90.0,Female
Nauru,NRU,2001,83.6,Male
Nauru,NRU,2002,83.6,Male
Nauru,NRU,2003,83.6,Male
Nauru,NRU,2004,83.6,Male
Nauru,NRU,2005,83.6,Male
Nauru,NRU,2006,83.6,Male
Nauru,NRU,2007,83.6,Male
Nauru,NRU,2008,83.6,Male
Nauru,NRU,2009,83.6,Male
Nauru,NRU,2010,83.6,Male
Nauru,NRU,2011,83.6,Male
Nauru,NRU,2012,83.6,Male
Nauru,NRU,2013,83.6,Male
Nauru,NRU,2014,83.6,Male
Nauru,NRU,2015,83.6,Male
Nauru,NRU,2016,83.6,Male
Nauru,NRU,2001,86.6,Total
Nauru,NRU,2002,86.6,Total
Nauru,NRU,2003,86.7,Total
Nauru,NRU,2004,86.7,Total
Nauru,NRU,2005,86.7,Total
Nauru,NRU,2006,86.7,Total
Nauru,NRU,2007,86.7,Total
Nauru,NRU,2008,86.7,Total
Nauru,NRU,2009,86.7,Total
Nauru,NRU,2010,86.7,Total
Nauru,NRU,2011,86.7,Total
Nauru,NRU,2012,86.8,Total
Nauru,NRU,2013,86.8,Total
Nauru,NRU,2014,86.8,Total
Nauru,NRU,2015,86.8,Total
Nauru,NRU,2016,86.8,Total
Nepal,NPL,2001,84.6,Female
Nepal,NPL,2002,84.6,Female
Nepal,NPL,2003,84.7,Female
Nepal,NPL,2004,84.7,Female
Nepal,NPL,2005,84.8,Female
Nepal,NPL,2006,84.8,Female
Nepal,NPL,2007,84.9,Female
Nepal,NPL,2008,84.9,Female
Nepal,NPL,2009,84.9,Female
Nepal,NPL,2010,85.0,Female
Nepal,NPL,2011,85.0,Female
Nepal,NPL,2012,85.1,Female
Nepal,NPL,2013,85.1,Female
Nepal,NPL,2014,85.2,Female
Nepal,NPL,2015,85.2,Female
Nepal,NPL,2016,85.3,Female
Nepal,NPL,2001,81.9,Male
Nepal,NPL,2002,81.9,Male
Nepal,NPL,2003,81.9,Male
Nepal,NPL,2004,81.9,Male
Nepal,NPL,2005,81.9,Male
Nepal,NPL,2006,81.9,Male
Nepal,NPL,2007,81.9,Male
Nepal,NPL,2008,81.9,Male
Nepal,NPL,2009,81.8,Male
Nepal,NPL,2010,81.8,Male
Nepal,NPL,2011,81.8,Male
Nepal,NPL,2012,81.8,Male
Nepal,NPL,2013,81.8,Male
Nepal,NPL,2014,81.8,Male
Nepal,NPL,2015,81.8,Male
Nepal,NPL,2016,81.8,Male
Nepal,NPL,2001,83.3,Total
Nepal,NPL,2002,83.3,Total
Nepal,NPL,2003,83.3,Total
Nepal,NPL,2004,83.3,Total
Nepal,NPL,2005,83.3,Total
Nepal,NPL,2006,83.4,Total
Nepal,NPL,2007,83.4,Total
Nepal,NPL,2008,83.4,Total
Nepal,NPL,2009,83.4,Total
Nepal,NPL,2010,83.4,Total
Nepal,NPL,2011,83.4,Total
Nepal,NPL,2012,83.4,Total
Nepal,NPL,2013,83.4,Total
Nepal,NPL,2014,83.4,Total
Nepal,NPL,2015,83.5,Total
Nepal,NPL,2016,83.5,Total
Netherlands,NLD,2001,83.4,Female
Netherlands,NLD,2002,83.4,Female
Netherlands,NLD,2003,83.5,Female
Netherlands,NLD,2004,83.5,Female
Netherlands,NLD,2005,83.6,Female
Netherlands,NLD,2006,83.6,Female
Netherlands,NLD,2007,83.6,Female
Netherlands,NLD,2008,83.7,Female
Netherlands,NLD,2009,83.7,Female
Netherlands,NLD,2010,83.8,Female
Netherlands,NLD,2011,83.8,Female
Netherlands,NLD,2012,83.8,Female
Netherlands,NLD,2013,83.8,Female
Netherlands,NLD,2014,83.9,Female
Netherlands,NLD,2015,83.9,Female
Netherlands,NLD,2016,83.9,Female
Netherlands,NLD,2001,77.5,Male
Netherlands,NLD,2002,77.4,Male
Netherlands,NLD,2003,77.4,Male
Netherlands,NLD,2004,77.3,Male
Netherlands,NLD,2005,77.2,Male
Netherlands,NLD,2006,77.2,Male
Netherlands,NLD,2007,77.1,Male
Netherlands,NLD,2008,77.1,Male
Netherlands,NLD,2009,77.0,Male
Netherlands,NLD,2010,76.9,Male
Netherlands,NLD,2011,76.9,Male
Netherlands,NLD,2012,76.8,Male
Netherlands,NLD,2013,76.8,Male
Netherlands,NLD,2014,76.7,Male
Netherlands,NLD,2015,76.6,Male
Netherlands,NLD,2016,76.6,Male
Netherlands,NLD,2001,80.4,Total
Netherlands,NLD,2002,80.4,Total
Netherlands,NLD,2003,80.4,Total
Netherlands,NLD,2004,80.3,Total
Netherlands,NLD,2005,80.3,Total
Netherlands,NLD,2006,80.3,Total
Netherlands,NLD,2007,80.3,Total
Netherlands,NLD,2008,80.3,Total
Netherlands,NLD,2009,80.3,Total
Netherlands,NLD,2010,80.3,Total
Netherlands,NLD,2011,80.3,Total
Netherlands,NLD,2012,80.2,Total
Netherlands,NLD,2013,80.2,Total
Netherlands,NLD,2014,80.2,Total
Netherlands,NLD,2015,80.2,Total
Netherlands,NLD,2016,80.2,Total
New Zealand,NZL,2001,92.1,Female
New Zealand,NZL,2002,92.2,Female
New Zealand,NZL,2003,92.2,Female
New Zealand,NZL,2004,92.3,Female
New Zealand,NZL,2005,92.3,Female
New Zealand,NZL,2006,92.3,Female
New Zealand,NZL,2007,92.4,Female
New Zealand,NZL,2008,92.4,Female
New Zealand,NZL,2009,92.5,Female
New Zealand,NZL,2010,92.5,Female
New Zealand,NZL,2011,92.5,Female
New Zealand,NZL,2012,92.6,Female
New Zealand,NZL,2013,92.6,Female
New Zealand,NZL,2014,92.6,Female
New Zealand,NZL,2015,92.7,Female
New Zealand,NZL,2016,92.7,Female
New Zealand,NZL,2001,82.5,Male
New Zealand,NZL,2002,82.6,Male
New Zealand,NZL,2003,82.8,Male
New Zealand,NZL,2004,83.0,Male
New Zealand,NZL,2005,83.1,Male
New Zealand,NZL,2006,83.3,Male
New Zealand,NZL,2007,83.5,Male
New Zealand,NZL,2008,83.7,Male
New Zealand,NZL,2009,83.8,Male
New Zealand,NZL,2010,84.0,Male
New Zealand,NZL,2011,84.2,Male
New Zealand,NZL,2012,84.3,Male
New Zealand,NZL,2013,84.5,Male
New Zealand,NZL,2014,84.6,Male
New Zealand,NZL,2015,84.8,Male
New Zealand,NZL,2016,84.9,Male
New Zealand,NZL,2001,87.2,Total
New Zealand,NZL,2002,87.3,Total
New Zealand,NZL,2003,87.4,Total
New Zealand,NZL,2004,87.5,Total
New Zealand,NZL,2005,87.6,Total
New Zealand,NZL,2006,87.7,Total
New Zealand,NZL,2007,87.8,Total
New Zealand,NZL,2008,87.9,Total
New Zealand,NZL,2009,88.0,Total
New Zealand,NZL,2010,88.1,Total
New Zealand,NZL,2011,88.2,Total
New Zealand,NZL,2012,88.3,Total
New Zealand,NZL,2013,88.4,Total
New Zealand,NZL,2014,88.5,Total
New Zealand,NZL,2015,88.6,Total
New Zealand,NZL,2016,88.7,Total
Niue,NIU,2001,87.9,Female
Niue,NIU,2002,87.9,Female
Niue,NIU,2003,88.0,Female
Niue,NIU,2004,88.0,Female
Niue,NIU,2005,88.0,Female
Niue,NIU,2006,88.1,Female
Niue,NIU,2007,88.1,Female
Niue,NIU,2008,88.2,Female
Niue,NIU,2009,88.2,Female
Niue,NIU,2010,88.2,Female
Niue,NIU,2011,88.3,Female
Niue,NIU,2012,88.3,Female
Niue,NIU,2013,88.4,Female
Niue,NIU,2014,88.4,Female
Niue,NIU,2015,88.5,Female
Niue,NIU,2016,88.5,Female
Niue,NIU,2001,85.4,Male
Niue,NIU,2002,85.4,Male
Niue,NIU,2003,85.5,Male
Niue,NIU,2004,85.5,Male
Niue,NIU,2005,85.6,Male
Niue,NIU,2006,85.6,Male
Niue,NIU,2007,85.7,Male
Niue,NIU,2008,85.7,Male
Niue,NIU,2009,85.8,Male
Niue,NIU,2010,85.8,Male
Niue,NIU,2011,85.9,Male
Niue,NIU,2012,85.9,Male
Niue,NIU,2013,86.0,Male
Niue,NIU,2014,86.0,Male
Niue,NIU,2015,86.1,Male
Niue,NIU,2016,86.1,Male
Niue,NIU,2001,86.6,Total
Niue,NIU,2002,86.7,Total
Niue,NIU,2003,86.7,Total
Niue,NIU,2004,86.8,Total
Niue,NIU,2005,86.8,Total
Niue,NIU,2006,86.9,Total
Niue,NIU,2007,86.9,Total
Niue,NIU,2008,87.0,Total
Niue,NIU,2009,87.0,Total
Niue,NIU,2010,87.0,Total
Niue,NIU,2011,87.1,Total
Niue,NIU,2012,87.1,Total
Niue,NIU,2013,87.2,Total
Niue,NIU,2014,87.2,Total
Niue,NIU,2015,87.3,Total
Niue,NIU,2016,87.3,Total
"Macedonia, the former Yugoslav Republic of",MKD,2001,83.9,Female
"Macedonia, the former Yugoslav Republic of",MKD,2002,83.8,Female
"Macedonia, the former Yugoslav Republic of",MKD,2003,83.8,Female
"Macedonia, the former Yugoslav Republic of",MKD,2004,83.8,Female
"Macedonia, the former Yugoslav Republic of",MKD,2005,83.8,Female
"Macedonia, the former Yugoslav Republic of",MKD,2006,83.7,Female
"Macedonia, the former Yugoslav Republic of",MKD,2007,83.7,Female
"Macedonia, the former Yugoslav Republic of",MKD,2008,83.7,Female
"Macedonia, the former Yugoslav Republic of",MKD,2009,83.7,Female
"Macedonia, the former Yugoslav Republic of",MKD,2010,83.6,Female
"Macedonia, the former Yugoslav Republic of",MKD,2011,83.6,Female
"Macedonia, the former Yugoslav Republic of",MKD,2012,83.6,Female
"Macedonia, the former Yugoslav Republic of",MKD,2013,83.6,Female
"Macedonia, the former Yugoslav Republic of",MKD,2014,83.6,Female
"Macedonia, the former Yugoslav Republic of",MKD,2015,83.5,Female
"Macedonia, the former Yugoslav Republic of",MKD,2016,83.5,Female
"Macedonia, the former Yugoslav Republic of",MKD,2001,75.5,Male
"Macedonia, the former Yugoslav Republic of",MKD,2002,75.4,Male
"Macedonia, the former Yugoslav Republic of",MKD,2003,75.2,Male
"Macedonia, the former Yugoslav Republic of",MKD,2004,75.1,Male
"Macedonia, the former Yugoslav Republic of",MKD,2005,75.0,Male
"Macedonia, the former Yugoslav Republic of",MKD,2006,74.9,Male
"Macedonia, the former Yugoslav Republic of",MKD,2007,74.7,Male
"Macedonia, the former Yugoslav Republic of",MKD,2008,74.6,Male
"Macedonia, the former Yugoslav Republic of",MKD,2009,74.5,Male
"Macedonia, the former Yugoslav Republic of",MKD,2010,74.3,Male
"Macedonia, the former Yugoslav Republic of",MKD,2011,74.2,Male
"Macedonia, the former Yugoslav Republic of",MKD,2012,74.1,Male
"Macedonia, the former Yugoslav Republic of",MKD,2013,74.0,Male
"Macedonia, the former Yugoslav Republic of",MKD,2014,73.8,Male
"Macedonia, the former Yugoslav Republic of",MKD,2015,73.7,Male
"Macedonia, the former Yugoslav Republic of",MKD,2016,73.5,Male
"Macedonia, the former Yugoslav Republic of",MKD,2001,79.6,Total
"Macedonia, the former Yugoslav Republic of",MKD,2002,79.5,Total
"Macedonia, the former Yugoslav Republic of",MKD,2003,79.4,Total
"Macedonia, the former Yugoslav Republic of",MKD,2004,79.3,Total
"Macedonia, the former Yugoslav Republic of",MKD,2005,79.3,Total
"Macedonia, the former Yugoslav Republic of",MKD,2006,79.2,Total
"Macedonia, the former Yugoslav Republic of",MKD,2007,79.1,Total
"Macedonia, the former Yugoslav Republic of",MKD,2008,79.0,Total
"Macedonia, the former Yugoslav Republic of",MKD,2009,79.0,Total
"Macedonia, the former Yugoslav Republic of",MKD,2010,78.9,Total
"Macedonia, the former Yugoslav Republic of",MKD,2011,78.8,Total
"Macedonia, the former Yugoslav Republic of",MKD,2012,78.7,Total
"Macedonia, the former Yugoslav Republic of",MKD,2013,78.6,Total
"Macedonia, the former Yugoslav Republic of",MKD,2014,78.6,Total
"Macedonia, the former Yugoslav Republic of",MKD,2015,78.5,Total
"Macedonia, the former Yugoslav Republic of",MKD,2016,78.4,Total
Norway,NOR,2001,88.3,Female
Norway,NOR,2002,88.4,Female
Norway,NOR,2003,88.4,Female
Norway,NOR,2004,88.4,Female
Norway,NOR,2005,88.4,Female
Norway,NOR,2006,88.4,Female
Norway,NOR,2007,88.5,Female
Norway,NOR,2008,88.5,Female
Norway,NOR,2009,88.5,Female
Norway,NOR,2010,88.5,Female
Norway,NOR,2011,88.5,Female
Norway,NOR,2012,88.6,Female
Norway,NOR,2013,88.6,Female
Norway,NOR,2014,88.6,Female
Norway,NOR,2015,88.6,Female
Norway,NOR,2016,88.6,Female
Norway,NOR,2001,79.3,Male
Norway,NOR,2002,79.3,Male
Norway,NOR,2003,79.2,Male
Norway,NOR,2004,79.2,Male
Norway,NOR,2005,79.2,Male
Norway,NOR,2006,79.1,Male
Norway,NOR,2007,79.1,Male
Norway,NOR,2008,79.0,Male
Norway,NOR,2009,79.0,Male
Norway,NOR,2010,78.9,Male
Norway,NOR,2011,78.9,Male
Norway,NOR,2012,78.8,Male
Norway,NOR,2013,78.8,Male
Norway,NOR,2014,78.7,Male
Norway,NOR,2015,78.7,Male
Norway,NOR,2016,78.6,Male
Norway,NOR,2001,83.7,Total
Norway,NOR,2002,83.7,Total
Norway,NOR,2003,83.7,Total
Norway,NOR,2004,83.7,Total
Norway,NOR,2005,83.7,Total
Norway,NOR,2006,83.6,Total
Norway,NOR,2007,83.6,Total
Norway,NOR,2008,83.6,Total
Norway,NOR,2009,83.6,Total
Norway,NOR,2010,83.6,Total
Norway,NOR,2011,83.6,Total
Norway,NOR,2012,83.6,Total
Norway,NOR,2013,83.5,Total
Norway,NOR,2014,83.5,Total
Norway,NOR,2015,83.5,Total
Norway,NOR,2016,83.5,Total
Oman,OMN,2001,89.3,Female
Oman,OMN,2002,89.3,Female
Oman,OMN,2003,89.3,Female
Oman,OMN,2004,89.4,Female
Oman,OMN,2005,89.4,Female
Oman,OMN,2006,89.4,Female
Oman,OMN,2007,89.5,Female
Oman,OMN,2008,89.5,Female
Oman,OMN,2009,89.6,Female
Oman,OMN,2010,89.6,Female
Oman,OMN,2011,89.6,Female
Oman,OMN,2012,89.7,Female
Oman,OMN,2013,89.7,Female
Oman,OMN,2014,89.8,Female
Oman,OMN,2015,89.8,Female
Oman,OMN,2016,89.8,Female
Oman,OMN,2001,78.8,Male
Oman,OMN,2002,78.8,Male
Oman,OMN,2003,78.8,Male
Oman,OMN,2004,78.7,Male
