country,alpha_3_code,time_period,obs_value,sex
Afghanistan,AFG,2001,86.9,Female
Afghanistan,AFG,2002,87.0,Female
Afghanistan,AFG,2003,87.1,Female
Afghanistan,AFG,2004,87.1,Female
Afghanistan,AFG,2005,87.2,Female
Afghanistan,AFG,2006,87.2,Female
Afghanistan,AFG,2007,87.3,Female
Afghanistan,AFG,2008,87.3,Female
Afghanistan,AFG,2009,87.4,Female
Afghanistan,AFG,2010,87.5,Female
Afghanistan,AFG,2011,87.5,Female
Afghanistan,AFG,2012,87.6,Female
Afghanistan,AFG,2013,87.6,Female
Afghanistan,AFG,2014,87.7,Female
Afghanistan,AFG,2015,87.7,Female
Afghanistan,AFG,2016,87.8,Female
Afghanistan,AFG,2001,85.9,Male
Afghanistan,AFG,2002,86.1,Male
Afghanistan,AFG,2003,86.3,Male
Afghanistan,AFG,2004,86.4,Male
Afghanistan,AFG,2005,86.6,Male
Afghanistan,AFG,2006,86.8,Male
Afghanistan,AFG,2007,87.0,Male
Afghanistan,AFG,2008,87.1,Male
Afghanistan,AFG,2009,87.3,Male
Afghanistan,AFG,2010,87.5,Male
Afghanistan,AFG,2011,87.7,Male
Afghanistan,AFG,2012,87.8,Male
Afghanistan,AFG,2013,88.0,Male
Afghanistan,AFG,2014,88.2,Male
Afghanistan,AFG,2015,88.3,Male
Afghanistan,AFG,2016,88.5,Male
Afghanistan,AFG,2001,86.4,Total
Afghanistan,AFG,2002,86.5,Total
Afghanistan,AFG,2003,86.6,Total
Afghanistan,AFG,2004,86.8,Total
Afghanistan,AFG,2005,86.9,Total
Afghanistan,AFG,2006,87.0,Total
Afghanistan,AFG,2007,87.1,Total
Afghanistan,AFG,2008,87.2,Total
Afghanistan,AFG,2009,87.4,Total
Afghanistan,AFG,2010,87.5,Total
Afghanistan,AFG,2011,87.6,Total
Afghanistan,AFG,2012,87.7,Total
Afghanistan,AFG,2013,87.8,Total
Afghanistan,AFG,2014,87.9,Total
Afghanistan,AFG,2015,88.0,Total
Afghanistan,AFG,2016,88.1,Total
Albania,ALB,2001,80.3,Female
Albania,ALB,2002,80.3,Female
Albania,ALB,2003,80.3,Female
Albania,ALB,2004,80.3,Female
Albania,ALB,2005,80.4,Female
Albania,ALB,2006,80.4,Female
Albania,ALB,2007,80.4,Female
Albania,ALB,2008,80.4,Female
Albania,ALB,2009,80.4,Female
Albania,ALB,2010,80.5,Female
Albania,ALB,2011,80.5,Female
Albania,ALB,2012,80.5,Female
Albania,ALB,2013,80.5,Female
Albania,ALB,2014,80.5,Female
Albania,ALB,2015,80.6,Female
Albania,ALB,2016,80.6,Female
Albania,ALB,2001,72.0,Male
Albania,ALB,2002,71.7,Male
Albania,ALB,2003,71.4,Male
Albania,ALB,2004,71.1,Male
Albania,ALB,2005,70.9,Male
Albania,ALB,2006,70.6,Male
Albania,ALB,2007,70.3,Male
Albania,ALB,2008,70.0,Male
Albania,ALB,2009,69.7,Male
Albania,ALB,2010,69.4,Male
Albania,ALB,2011,69.1,Male
Albania,ALB,2012,68.8,Male
Albania,ALB,2013,68.5,Male
Albania,ALB,2014,68.2,Male
Albania,ALB,2015,67.9,Male
Albania,ALB,2016,67.6,Male
Albania,ALB,2001,76.1,Total
Albania,ALB,2002,76.0,Total
Albania,ALB,2003,75.8,Total
Albania,ALB,2004,75.7,Total
Albania,ALB,2005,75.5,Total
Albania,ALB,2006,75.3,Total
Albania,ALB,2007,75.2,Total
Albania,ALB,2008,75.0,Total
Albania,ALB,2009,74.9,Total
Albania,ALB,2010,74.7,Total
Albania,ALB,2011,74.6,Total
Albania,ALB,2012,74.5,Total
Albania,ALB,2013,74.3,Total
Albania,ALB,2014,74.2,Total
Albania,ALB,2015,74.0,Total
Albania,ALB,2016,73.9,Total
Algeria,DZA,2001,90.8,Female
Algeria,DZA,2002,90.8,Female
Algeria,DZA,2003,90.9,Female
Algeria,DZA,2004,90.9,Female
Algeria,DZA,2005,90.9,Female
Algeria,DZA,2006,91.0,Female
Algeria,DZA,2007,91.0,Female
Algeria,DZA,2008,91.0,Female
Algeria,DZA,2009,91.1,Female
Algeria,DZA,2010,91.1,Female
Algeria,DZA,2011,91.2,Female
Algeria,DZA,2012,91.2,Female
Algeria,DZA,2013,91.2,Female
Algeria,DZA,2014,91.3,Female
Algeria,DZA,2015,91.3,Female
Algeria,DZA,2016,91.3,Female
Algeria,DZA,2001,78.6,Male
Algeria,DZA,2002,78.5,Male
Algeria,DZA,2003,78.4,Male
Algeria,DZA,2004,78.2,Male
Algeria,DZA,2005,78.1,Male
Algeria,DZA,2006,77.9,Male
Algeria,DZA,2007,77.8,Male
Algeria,DZA,2008,77.6,Male
Algeria,DZA,2009,77.5,Male
Algeria,DZA,2010,77.3,Male
Algeria,DZA,2011,77.2,Male
Algeria,DZA,2012,77.0,Male
Algeria,DZA,2013,76.9,Male
Algeria,DZA,2014,76.7,Male
Algeria,DZA,2015,76.6,Male
Algeria,DZA,2016,76.4,Male
Algeria,DZA,2001,84.6,Total
Algeria,DZA,2002,84.5,Total
Algeria,DZA,2003,84.5,Total
Algeria,DZA,2004,84.4,Total
Algeria,DZA,2005,84.4,Total
Algeria,DZA,2006,84.3,Total
Algeria,DZA,2007,84.3,Total
Algeria,DZA,2008,84.2,Total
Algeria,DZA,2009,84.2,Total
Algeria,DZA,2010,84.1,Total
Algeria,DZA,2011,84.0,Total
Algeria,DZA,2012,84.0,Total
Algeria,DZA,2013,83.9,Total
Algeria,DZA,2014,83.9,Total
Algeria,DZA,2015,83.8,Total
Algeria,DZA,2016,83.8,Total
Antigua and Barbuda,ATG,2001,85.0,Female
Antigua and Barbuda,ATG,2002,84.9,Female
Antigua and Barbuda,ATG,2003,84.9,Female
Antigua and Barbuda,ATG,2004,84.9,Female
Antigua and Barbuda,ATG,2005,84.9,Female
Antigua and Barbuda,ATG,2006,84.8,Female
Antigua and Barbuda,ATG,2007,84.8,Female
Antigua and Barbuda,ATG,2008,84.8,Female
Antigua and Barbuda,ATG,2009,84.8,Female
Antigua and Barbuda,ATG,2010,84.7,Female
Antigua and Barbuda,ATG,2011,84.7,Female
Antigua and Barbuda,ATG,2012,84.7,Female
Antigua and Barbuda,ATG,2013,84.7,Female
Antigua and Barbuda,ATG,2014,84.6,Female
Antigua and Barbuda,ATG,2015,84.6,Female
Antigua and Barbuda,ATG,2016,84.6,Female
Antigua and Barbuda,ATG,2001,78.1,Male
Antigua and Barbuda,ATG,2002,77.8,Male
Antigua and Barbuda,ATG,2003,77.6,Male
Antigua and Barbuda,ATG,2004,77.3,Male
Antigua and Barbuda,ATG,2005,77.0,Male
Antigua and Barbuda,ATG,2006,76.8,Male
Antigua and Barbuda,ATG,2007,76.5,Male
Antigua and Barbuda,ATG,2008,76.2,Male
Antigua and Barbuda,ATG,2009,75.9,Male
Antigua and Barbuda,ATG,2010,75.6,Male
Antigua and Barbuda,ATG,2011,75.4,Male
Antigua and Barbuda,ATG,2012,75.1,Male
Antigua and Barbuda,ATG,2013,74.8,Male
Antigua and Barbuda,ATG,2014,74.5,Male
Antigua and Barbuda,ATG,2015,74.2,Male
Antigua and Barbuda,ATG,2016,73.9,Male
Antigua and Barbuda,ATG,2001,81.7,Total
Antigua and Barbuda,ATG,2002,81.6,Total
Antigua and Barbuda,ATG,2003,81.4,Total
Antigua and Barbuda,ATG,2004,81.3,Total
Antigua and Barbuda,ATG,2005,81.1,Total
Antigua and Barbuda,ATG,2006,81.0,Total
Antigua and Barbuda,ATG,2007,80.8,Total
Antigua and Barbuda,ATG,2008,80.6,Total
Antigua and Barbuda,ATG,2009,80.4,Total
Antigua and Barbuda,ATG,2010,80.2,Total
Antigua and Barbuda,ATG,2011,80.0,Total
Antigua and Barbuda,ATG,2012,79.9,Total
Antigua and Barbuda,ATG,2013,79.7,Total
Antigua and Barbuda,ATG,2014,79.5,Total
Antigua and Barbuda,ATG,2015,79.4,Total
Antigua and Barbuda,ATG,2016,79.2,Total
Argentina,ARG,2001,89.7,Female
Argentina,ARG,2002,89.7,Female
Argentina,ARG,2003,89.7,Female
Argentina,ARG,2004,89.7,Female
Argentina,ARG,2005,89.7,Female
Argentina,ARG,2006,89.7,Female
Argentina,ARG,2007,89.7,Female
Argentina,ARG,2008,89.8,Female
Argentina,ARG,2009,89.8,Female
Argentina,ARG,2010,89.8,Female
Argentina,ARG,2011,89.8,Female
Argentina,ARG,2012,89.8,Female
Argentina,ARG,2013,89.8,Female
Argentina,ARG,2014,89.8,Female
Argentina,ARG,2015,89.8,Female
Argentina,ARG,2016,89.9,Female
Argentina,ARG,2001,81.1,Male
Argentina,ARG,2002,81.0,Male
Argentina,ARG,2003,80.9,Male
Argentina,ARG,2004,80.9,Male
Argentina,ARG,2005,80.8,Male
Argentina,ARG,2006,80.7,Male
Argentina,ARG,2007,80.6,Male
Argentina,ARG,2008,80.5,Male
Argentina,ARG,2009,80.5,Male
Argentina,ARG,2010,80.4,Male
Argentina,ARG,2011,80.3,Male
Argentina,ARG,2012,80.2,Male
Argentina,ARG,2013,80.2,Male
Argentina,ARG,2014,80.1,Male
Argentina,ARG,2015,80.0,Male
Argentina,ARG,2016,79.9,Male
Argentina,ARG,2001,85.3,Total
Argentina,ARG,2002,85.3,Total
Argentina,ARG,2003,85.3,Total
Argentina,ARG,2004,85.2,Total
Argentina,ARG,2005,85.2,Total
Argentina,ARG,2006,85.1,Total
Argentina,ARG,2007,85.1,Total
Argentina,ARG,2008,85.1,Total
Argentina,ARG,2009,85.0,Total
Argentina,ARG,2010,85.0,Total
Argentina,ARG,2011,85.0,Total
Argentina,ARG,2012,84.9,Total
Argentina,ARG,2013,84.9,Total
Argentina,ARG,2014,84.9,Total
Argentina,ARG,2015,84.8,Total
Argentina,ARG,2016,84.8,Total
Armenia,ARM,2001,83.5,Female
Armenia,ARM,2002,83.4,Female
Armenia,ARM,2003,83.4,Female
Armenia,ARM,2004,83.4,Female
Armenia,ARM,2005,83.3,Female
Armenia,ARM,2006,83.3,Female
Armenia,ARM,2007,83.2,Female
Armenia,ARM,2008,83.2,Female
Armenia,ARM,2009,83.1,Female
Armenia,ARM,2010,83.1,Female
Armenia,ARM,2011,83.0,Female
Armenia,ARM,2012,83.0,Female
Armenia,ARM,2013,82.9,Female
Armenia,ARM,2014,82.9,Female
Armenia,ARM,2015,82.8,Female
Armenia,ARM,2016,82.8,Female
Armenia,ARM,2001,76.8,Male
Armenia,ARM,2002,76.5,Male
Armenia,ARM,2003,76.3,Male
Armenia,ARM,2004,76.1,Male
Armenia,ARM,2005,75.8,Male
Armenia,ARM,2006,75.6,Male
Armenia,ARM,2007,75.3,Male
Armenia,ARM,2008,75.1,Male
Armenia,ARM,2009,74.8,Male
Armenia,ARM,2010,74.6,Male
Armenia,ARM,2011,74.3,Male
Armenia,ARM,2012,74.1,Male
Armenia,ARM,2013,73.8,Male
Armenia,ARM,2014,73.5,Male
Armenia,ARM,2015,73.3,Male
Armenia,ARM,2016,73.0,Male
Armenia,ARM,2001,80.1,Total
Armenia,ARM,2002,79.9,Total
Armenia,ARM,2003,79.7,Total
Armenia,ARM,2004,79.6,Total
Armenia,ARM,2005,79.3,Total
Armenia,ARM,2006,79.1,Total
Armenia,ARM,2007,78.9,Total
Armenia,ARM,2008,78.7,Total
Armenia,ARM,2009,78.5,Total
Armenia,ARM,2010,78.3,Total
Armenia,ARM,2011,78.2,Total
Armenia,ARM,2012,78.1,Total
Armenia,ARM,2013,78.1,Total
Armenia,ARM,2014,78.0,Total
Armenia,ARM,2015,77.9,Total
Armenia,ARM,2016,77.7,Total
Australia,AUS,2001,90.8,Female
Australia,AUS,2002,90.9,Female
Australia,AUS,2003,90.9,Female
Australia,AUS,2004,91.0,Female
Australia,AUS,2005,91.0,Female
Australia,AUS,2006,91.0,Female
Australia,AUS,2007,91.1,Female
Australia,AUS,2008,91.1,Female
Australia,AUS,2009,91.1,Female
Australia,AUS,2010,91.2,Female
Australia,AUS,2011,91.2,Female
Australia,AUS,2012,91.3,Female
Australia,AUS,2013,91.3,Female
Australia,AUS,2014,91.3,Female
Australia,AUS,2015,91.4,Female
Australia,AUS,2016,91.4,Female
Australia,AUS,2001,83.5,Male
Australia,AUS,2002,83.7,Male
Australia,AUS,2003,83.9,Male
Australia,AUS,2004,84.2,Male
Australia,AUS,2005,84.4,Male
Australia,AUS,2006,84.6,Male
Australia,AUS,2007,84.9,Male
Australia,AUS,2008,85.1,Male
Australia,AUS,2009,85.3,Male
Australia,AUS,2010,85.5,Male
Australia,AUS,2011,85.7,Male
Australia,AUS,2012,85.9,Male
Australia,AUS,2013,86.2,Male
Australia,AUS,2014,86.4,Male
Australia,AUS,2015,86.6,Male
Australia,AUS,2016,86.8,Male
Australia,AUS,2001,87.0,Total
Australia,AUS,2002,87.2,Total
Australia,AUS,2003,87.3,Total
Australia,AUS,2004,87.5,Total
Australia,AUS,2005,87.6,Total
Australia,AUS,2006,87.7,Total
Australia,AUS,2007,87.8,Total
Australia,AUS,2008,88.0,Total
Australia,AUS,2009,88.1,Total
Australia,AUS,2010,88.2,Total
Australia,AUS,2011,88.4,Total
Australia,AUS,2012,88.5,Total
Australia,AUS,2013,88.6,Total
Australia,AUS,2014,88.8,Total
Australia,AUS,2015,88.9,Total
Australia,AUS,2016,89.0,Total
Austria,AUT,2001,84.3,Female
Austria,AUT,2002,84.3,Female
Austria,AUT,2003,84.4,Female
Austria,AUT,2004,84.4,Female
Austria,AUT,2005,84.4,Female
Austria,AUT,2006,84.4,Female
Austria,AUT,2007,84.4,Female
Austria,AUT,2008,84.4,Female
Austria,AUT,2009,84.4,Female
Austria,AUT,2010,84.4,Female
Austria,AUT,2011,84.4,Female
Austria,AUT,2012,84.5,Female
Austria,AUT,2013,84.5,Female
Austria,AUT,2014,84.5,Female
Austria,AUT,2015,84.5,Female
Austria,AUT,2016,84.5,Female
Austria,AUT,2001,74.7,Male
Austria,AUT,2002,74.5,Male
Austria,AUT,2003,74.3,Male
Austria,AUT,2004,74.0,Male
Austria,AUT,2005,73.8,Male
Austria,AUT,2006,73.6,Male
Austria,AUT,2007,73.4,Male
Austria,AUT,2008,73.1,Male
Austria,AUT,2009,72.9,Male
Austria,AUT,2010,72.7,Male
Austria,AUT,2011,72.4,Male
Austria,AUT,2012,72.2,Male
Austria,AUT,2013,72.0,Male
Austria,AUT,2014,71.7,Male
Austria,AUT,2015,71.5,Male
Austria,AUT,2016,71.2,Male
Austria,AUT,2001,79.4,Total
Austria,AUT,2002,79.3,Total
Austria,AUT,2003,79.2,Total
Austria,AUT,2004,79.1,Total
Austria,AUT,2005,79.0,Total
Austria,AUT,2006,78.9,Total
Austria,AUT,2007,78.7,Total
Austria,AUT,2008,78.6,Total
Austria,AUT,2009,78.5,Total
Austria,AUT,2010,78.4,Total
Austria,AUT,2011,78.3,Total
Austria,AUT,2012,78.2,Total
Austria,AUT,2013,78.1,Total
Austria,AUT,2014,78.0,Total
Austria,AUT,2015,77.9,Total
Austria,AUT,2016,77.8,Total
Bahamas,BHS,2001,88.1,Female
Bahamas,BHS,2002,88.1,Female
Bahamas,BHS,2003,88.1,Female
Bahamas,BHS,2004,88.1,Female
Bahamas,BHS,2005,88.1,Female
Bahamas,BHS,2006,88.2,Female
Bahamas,BHS,2007,88.2,Female
Bahamas,BHS,2008,88.2,Female
Bahamas,BHS,2009,88.2,Female
Bahamas,BHS,2010,88.2,Female
Bahamas,BHS,2011,88.2,Female
Bahamas,BHS,2012,88.2,Female
Bahamas,BHS,2013,88.2,Female
Bahamas,BHS,2014,88.2,Female
Bahamas,BHS,2015,88.2,Female
Bahamas,BHS,2016,88.2,Female
Bahamas,BHS,2001,81.4,Male
Bahamas,BHS,2002,81.4,Male
Bahamas,BHS,2003,81.3,Male
Bahamas,BHS,2004,81.3,Male
Bahamas,BHS,2005,81.2,Male
Bahamas,BHS,2006,81.2,Male
Bahamas,BHS,2007,81.1,Male
Bahamas,BHS,2008,81.1,Male
Bahamas,BHS,2009,81.0,Male
Bahamas,BHS,2010,81.0,Male
Bahamas,BHS,2011,80.9,Male
Bahamas,BHS,2012,80.9,Male
Bahamas,BHS,2013,80.8,Male
Bahamas,BHS,2014,80.8,Male
Bahamas,BHS,2015,80.7,Male
Bahamas,BHS,2016,80.6,Male
Bahamas,BHS,2001,84.8,Total
Bahamas,BHS,2002,84.7,Total
Bahamas,BHS,2003,84.7,Total
Bahamas,BHS,2004,84.7,Total
Bahamas,BHS,2005,84.7,Total
Bahamas,BHS,2006,84.6,Total
Bahamas,BHS,2007,84.6,Total
Bahamas,BHS,2008,84.6,Total
Bahamas,BHS,2009,84.6,Total
Bahamas,BHS,2010,84.5,Total
Bahamas,BHS,2011,84.5,Total
Bahamas,BHS,2012,84.5,Total
Bahamas,BHS,2013,84.5,Total
Bahamas,BHS,2014,84.4,Total
Bahamas,BHS,2015,84.4,Total
Bahamas,BHS,2016,84.4,Total
Bahrain,BHR,2001,87.6,Female
Bahrain,BHR,2002,87.6,Female
Bahrain,BHR,2003,87.6,Female
Bahrain,BHR,2004,87.5,Female
Bahrain,BHR,2005,87.5,Female
Bahrain,BHR,2006,87.5,Female
Bahrain,BHR,2007,87.5,Female
Bahrain,BHR,2008,87.5,Female
Bahrain,BHR,2009,87.5,Female
Bahrain,BHR,2010,87.5,Female
Bahrain,BHR,2011,87.5,Female
Bahrain,BHR,2012,87.5,Female
Bahrain,BHR,2013,87.5,Female
Bahrain,BHR,2014,87.4,Female
Bahrain,BHR,2015,87.4,Female
Bahrain,BHR,2016,87.4,Female
Bahrain,BHR,2001,77.7,Male
Bahrain,BHR,2002,77.6,Male
Bahrain,BHR,2003,77.4,Male
Bahrain,BHR,2004,77.2,Male
Bahrain,BHR,2005,77.0,Male
Bahrain,BHR,2006,76.9,Male
Bahrain,BHR,2007,76.7,Male
Bahrain,BHR,2008,76.5,Male
Bahrain,BHR,2009,76.3,Male
Bahrain,BHR,2010,76.1,Male
Bahrain,BHR,2011,75.9,Male
Bahrain,BHR,2012,75.8,Male
Bahrain,BHR,2013,75.6,Male
Bahrain,BHR,2014,75.4,Male
Bahrain,BHR,2015,75.2,Male
Bahrain,BHR,2016,75.0,Male
Bahrain,BHR,2001,82.4,Total
Bahrain,BHR,2002,82.3,Total
Bahrain,BHR,2003,82.2,Total
Bahrain,BHR,2004,82.2,Total
Bahrain,BHR,2005,82.2,Total
Bahrain,BHR,2006,82.0,Total
Bahrain,BHR,2007,81.9,Total
Bahrain,BHR,2008,81.8,Total
Bahrain,BHR,2009,81.7,Total
Bahrain,BHR,2010,81.7,Total
Bahrain,BHR,2011,81.4,Total
Bahrain,BHR,2012,81.2,Total
Bahrain,BHR,2013,81.1,Total
Bahrain,BHR,2014,81.1,Total
Bahrain,BHR,2015,81.1,Total
Bahrain,BHR,2016,81.0,Total
Bangladesh,BGD,2001,70.6,Female
Bangladesh,BGD,2002,70.5,Female
Bangladesh,BGD,2003,70.4,Female
Bangladesh,BGD,2004,70.3,Female
Bangladesh,BGD,2005,70.2,Female
Bangladesh,BGD,2006,70.1,Female
Bangladesh,BGD,2007,70.1,Female
Bangladesh,BGD,2008,70.0,Female
Bangladesh,BGD,2009,69.9,Female
Bangladesh,BGD,2010,69.8,Female
Bangladesh,BGD,2011,69.7,Female
Bangladesh,BGD,2012,69.6,Female
Bangladesh,BGD,2013,69.5,Female
Bangladesh,BGD,2014,69.4,Female
Bangladesh,BGD,2015,69.3,Female
Bangladesh,BGD,2016,69.2,Female
Bangladesh,BGD,2001,72.8,Male
Bangladesh,BGD,2002,72.2,Male
Bangladesh,BGD,2003,71.6,Male
Bangladesh,BGD,2004,71.0,Male
Bangladesh,BGD,2005,70.4,Male
Bangladesh,BGD,2006,69.8,Male
Bangladesh,BGD,2007,69.1,Male
Bangladesh,BGD,2008,68.5,Male
Bangladesh,BGD,2009,67.9,Male
Bangladesh,BGD,2010,67.2,Male
Bangladesh,BGD,2011,66.5,Male
Bangladesh,BGD,2012,65.9,Male
Bangladesh,BGD,2013,65.2,Male
Bangladesh,BGD,2014,64.5,Male
Bangladesh,BGD,2015,63.9,Male
Bangladesh,BGD,2016,63.2,Male
Bangladesh,BGD,2001,71.7,Total
Bangladesh,BGD,2002,71.4,Total
Bangladesh,BGD,2003,71.0,Total
Bangladesh,BGD,2004,70.7,Total
Bangladesh,BGD,2005,70.3,Total
Bangladesh,BGD,2006,70.0,Total
Bangladesh,BGD,2007,69.6,Total
Bangladesh,BGD,2008,69.2,Total
Bangladesh,BGD,2009,68.8,Total
Bangladesh,BGD,2010,68.5,Total
Bangladesh,BGD,2011,68.1,Total
Bangladesh,BGD,2012,67.7,Total
Bangladesh,BGD,2013,67.3,Total
Bangladesh,BGD,2014,66.9,Total
Bangladesh,BGD,2015,66.5,Total
Bangladesh,BGD,2016,66.1,Total
Barbados,BRB,2001,86.9,Female
Barbados,BRB,2002,86.9,Female
Barbados,BRB,2003,86.9,Female
Barbados,BRB,2004,86.9,Female
Barbados,BRB,2005,86.9,Female
Barbados,BRB,2006,86.9,Female
Barbados,BRB,2007,86.9,Female
Barbados,BRB,2008,86.9,Female
Barbados,BRB,2009,86.9,Female
Barbados,BRB,2010,86.9,Female
Barbados,BRB,2011,86.9,Female
Barbados,BRB,2012,86.9,Female
Barbados,BRB,2013,86.9,Female
Barbados,BRB,2014,86.9,Female
Barbados,BRB,2015,86.9,Female
Barbados,BRB,2016,86.9,Female
Barbados,BRB,2001,79.6,Male
Barbados,BRB,2002,79.5,Male
Barbados,BRB,2003,79.3,Male
Barbados,BRB,2004,79.1,Male
Barbados,BRB,2005,78.9,Male
Barbados,BRB,2006,78.7,Male
Barbados,BRB,2007,78.6,Male
Barbados,BRB,2008,78.4,Male
Barbados,BRB,2009,78.2,Male
Barbados,BRB,2010,78.0,Male
Barbados,BRB,2011,77.8,Male
Barbados,BRB,2012,77.6,Male
Barbados,BRB,2013,77.4,Male
Barbados,BRB,2014,77.2,Male
Barbados,BRB,2015,77.0,Male
Barbados,BRB,2016,76.9,Male
Barbados,BRB,2001,83.2,Total
Barbados,BRB,2002,83.1,Total
Barbados,BRB,2003,83.0,Total
Barbados,BRB,2004,83.0,Total
Barbados,BRB,2005,82.9,Total
Barbados,BRB,2006,82.8,Total
Barbados,BRB,2007,82.7,Total
Barbados,BRB,2008,82.6,Total
Barbados,BRB,2009,82.5,Total
Barbados,BRB,2010,82.4,Total
Barbados,BRB,2011,82.3,Total
Barbados,BRB,2012,82.2,Total
Barbados,BRB,2013,82.1,Total
Barbados,BRB,2014,82.0,Total
Barbados,BRB,2015,81.9,Total
Barbados,BRB,2016,81.8,Total
Belgium,BEL,2001,87.9,Female
Belgium,BEL,2002,88.0,Female
Belgium,BEL,2003,88.0,Female
Belgium,BEL,2004,88.0,Female
Belgium,BEL,2005,88.0,Female
Belgium,BEL,2006,88.0,Female
Belgium,BEL,2007,88.0,Female
Belgium,BEL,2008,88.0,Female
Belgium,BEL,2009,88.0,Female
Belgium,BEL,2010,88.0,Female
Belgium,BEL,2011,88.0,Female
Belgium,BEL,2012,88.0,Female
Belgium,BEL,2013,88.0,Female
Belgium,BEL,2014,88.0,Female
Belgium,BEL,2015,88.0,Female
Belgium,BEL,2016,88.0,Female
Belgium,BEL,2001,79.3,Male
Belgium,BEL,2002,79.3,Male
Belgium,BEL,2003,79.3,Male
Belgium,BEL,2004,79.3,Male
Belgium,BEL,2005,79.3,Male
Belgium,BEL,2006,79.3,Male
Belgium,BEL,2007,79.3,Male
Belgium,BEL,2008,79.3,Male
Belgium,BEL,2009,79.3,Male
Belgium,BEL,2010,79.3,Male
Belgium,BEL,2011,79.2,Male
Belgium,BEL,2012,79.2,Male
Belgium,BEL,2013,79.2,Male
Belgium,BEL,2014,79.2,Male
Belgium,BEL,2015,79.2,Male
Belgium,BEL,2016,79.2,Male
Belgium,BEL,2001,83.5,Total
Belgium,BEL,2002,83.5,Total
Belgium,BEL,2003,83.5,Total
Belgium,BEL,2004,83.5,Total
Belgium,BEL,2005,83.5,Total
Belgium,BEL,2006,83.5,Total
Belgium,BEL,2007,83.5,Total
Belgium,BEL,2008,83.5,Total
Belgium,BEL,2009,83.5,Total
Belgium,BEL,2010,83.5,Total
Belgium,BEL,2011,83.5,Total
Belgium,BEL,2012,83.5,Total
Belgium,BEL,2013,83.5,Total
Belgium,BEL,2014,83.5,Total
Belgium,BEL,2015,83.5,Total
Belgium,BEL,2016,83.5,Total
Belize,BLZ,2001,84.5,Female
Belize,BLZ,2002,84.5,Female
Belize,BLZ,2003,84.5,Female
Belize,BLZ,2004,84.5,Female
Belize,BLZ,2005,84.4,Female
Belize,BLZ,2006,84.4,Female
Belize,BLZ,2007,84.4,Female
Belize,BLZ,2008,84.4,Female
Belize,BLZ,2009,84.3,Female
Belize,BLZ,2010,84.3,Female
Belize,BLZ,2011,84.3,Female
Belize,BLZ,2012,84.3,Female
Belize,BLZ,2013,84.2,Female
Belize,BLZ,2014,84.2,Female
Belize,BLZ,2015,84.2,Female
Belize,BLZ,2016,84.2,Female
Belize,BLZ,2001,79.3,Male
Belize,BLZ,2002,79.2,Male
Belize,BLZ,2003,79.0,Male
Belize,BLZ,2004,78.8,Male
Belize,BLZ,2005,78.6,Male
Belize,BLZ,2006,78.4,Male
Belize,BLZ,2007,78.2,Male
Belize,BLZ,2008,78.0,Male
Belize,BLZ,2009,77.8,Male
Belize,BLZ,2010,77.6,Male
Belize,BLZ,2011,77.4,Male
Belize,BLZ,2012,77.2,Male
Belize,BLZ,2013,77.0,Male
Belize,BLZ,2014,76.8,Male
Belize,BLZ,2015,76.6,Male
Belize,BLZ,2016,76.4,Male
Belize,BLZ,2001,81.9,Total
Belize,BLZ,2002,81.8,Total
Belize,BLZ,2003,81.7,Total
Belize,BLZ,2004,81.6,Total
Belize,BLZ,2005,81.5,Total
Belize,BLZ,2006,81.4,Total
Belize,BLZ,2007,81.3,Total
Belize,BLZ,2008,81.2,Total
Belize,BLZ,2009,81.1,Total
Belize,BLZ,2010,81.0,Total
Belize,BLZ,2011,80.8,Total
Belize,BLZ,2012,80.7,Total
Belize,BLZ,2013,80.6,Total
Belize,BLZ,2014,80.5,Total
Belize,BLZ,2015,80.4,Total
Belize,BLZ,2016,80.3,Total
Benin,BEN,2001,81.5,Female
Benin,BEN,2002,81.4,Female
Benin,BEN,2003,81.4,Female
Benin,BEN,2004,81.3,Female
Benin,BEN,2005,81.2,Female
Benin,BEN,2006,81.2,Female
Benin,BEN,2007,81.1,Female
Benin,BEN,2008,81.1,Female
Benin,BEN,2009,81.0,Female
Benin,BEN,2010,81.0,Female
Benin,BEN,2011,80.9,Female
Benin,BEN,2012,80.9,Female
Benin,BEN,2013,80.8,Female
Benin,BEN,2014,80.8,Female
Benin,BEN,2015,80.7,Female
Benin,BEN,2016,80.7,Female
Benin,BEN,2001,78.6,Male
Benin,BEN,2002,78.2,Male
Benin,BEN,2003,77.7,Male
Benin,BEN,2004,77.3,Male
Benin,BEN,2005,76.8,Male
Benin,BEN,2006,76.3,Male
Benin,BEN,2007,75.9,Male
Benin,BEN,2008,75.4,Male
Benin,BEN,2009,74.9,Male
Benin,BEN,2010,74.4,Male
Benin,BEN,2011,73.9,Male
Benin,BEN,2012,73.4,Male
Benin,BEN,2013,72.9,Male
Benin,BEN,2014,72.4,Male
Benin,BEN,2015,71.8,Male
Benin,BEN,2016,71.3,Male
Benin,BEN,2001,80.0,Total
Benin,BEN,2002,79.8,Total
Benin,BEN,2003,79.5,Total
Benin,BEN,2004,79.3,Total
Benin,BEN,2005,79.0,Total
Benin,BEN,2006,78.8,Total
Benin,BEN,2007,78.5,Total
Benin,BEN,2008,78.2,Total
Benin,BEN,2009,78.0,Total
Benin,BEN,2010,77.7,Total
Benin,BEN,2011,77.4,Total
